,GEO_CODE,One person household\ Aged 65 and over,One person household\ Aged 0 to 64,One family only\ All aged 65 and over,One family only\ Lone parent\ All children non-dependent,One family only\ Couple family\ No children,One family only\ Couple family\ With dependent children,One family only\ Couple family\ All children non-dependent,One family only\ Lone parent\ With dependent children,Other household types\ Other (including all full-time students and all aged 65 and over)
3994,S01003998,28,45,38,3,50,60,7,16,12
3995,S01004007,39,46,23,10,34,44,13,26,14
3996,S01004005,43,38,30,5,52,65,12,14,12
3997,S01003999,46,32,34,10,67,93,27,16,16
3998,S01003997,48,101,19,9,63,84,22,52,16
3999,S01004003,31,35,22,8,44,59,18,10,7
4000,S01004006,20,23,28,2,51,70,15,18,3
4001,S01004009,29,30,24,8,78,56,17,4,10
4002,S01003988,55,47,15,12,43,39,10,13,17
4003,S01003974,73,60,50,19,77,63,18,13,16
4004,S01003990,51,33,23,5,37,41,22,11,7
4005,S01003967,33,61,11,6,48,51,11,8,10
4006,S01003970,44,57,31,7,65,52,4,5,17
4007,S01003973,30,33,17,6,50,55,5,12,11
4008,S01004014,90,22,40,6,56,65,12,8,10
4009,S01004011,39,37,48,6,92,105,32,7,19
4010,S01004015,33,36,36,4,73,115,31,17,12
4011,S01004013,26,25,22,8,62,46,18,7,5
4012,S01004017,69,71,35,7,79,99,33,22,11
4013,S01004020,67,37,47,16,72,58,22,10,16
4014,S01004032,13,62,10,13,20,35,12,60,19
4015,S01004024,19,19,19,13,43,107,24,11,9
4016,S01004021,4,22,4,3,77,147,12,3,6
4017,S01004019,13,12,12,3,38,83,13,2,3
4018,S01004012,26,31,31,5,60,83,18,10,16
4019,S01004016,11,11,7,5,45,79,27,12,10
4020,S01004018,6,15,12,3,49,129,24,18,15
4021,S01004022,42,48,30,6,50,59,24,6,10
4022,S01004023,24,28,21,8,34,81,19,10,6
4023,S01004043,9,35,6,5,54,125,22,14,7
4024,S01004082,43,54,33,3,82,75,26,8,3
4025,S01004099,34,35,25,7,79,93,22,10,5
4026,S01004096,27,16,43,6,66,76,29,10,8
4027,S01004111,48,74,35,12,71,67,26,18,24
4028,S01004103,33,20,44,26,45,66,33,10,12
4029,S01004105,61,29,32,24,43,75,28,18,14
4030,S01004113,69,34,50,15,53,57,22,21,13
4031,S01004119,76,82,28,6,49,38,10,10,24
4032,S01004117,49,83,29,12,62,57,21,23,20
4033,S01004118,211,155,49,25,52,30,9,23,27
4034,S01004114,125,111,34,8,56,35,12,16,5
4035,S01004107,56,24,33,13,44,68,29,6,11
4036,S01004098,24,20,37,15,46,53,36,12,8
4037,S01004100,27,37,15,22,33,76,31,42,12
4038,S01004081,15,59,10,5,74,107,21,20,15
4039,S01004079,35,62,13,21,26,52,25,69,22
4040,S01004066,33,65,21,25,37,52,25,36,21
4041,S01004073,19,28,9,20,24,66,32,44,32
4042,S01004087,28,38,18,8,28,46,14,52,13
4043,S01004074,28,54,18,24,32,60,33,70,25
4044,S01004088,25,25,13,15,28,47,21,37,8
4045,S01004056,29,25,17,26,39,57,40,25,29
4046,S01004054,51,33,25,30,53,74,57,20,25
4047,S01004058,30,54,18,26,34,61,27,62,22
4048,S01004071,93,86,55,22,46,58,27,19,24
4049,S01004077,19,57,3,11,53,121,20,52,19
4050,S01004089,53,43,45,16,35,50,28,51,19
4051,S01004097,55,29,21,21,24,68,31,47,23
4052,S01004076,35,31,15,15,48,57,23,23,11
4053,S01004090,30,133,15,13,21,39,11,59,26
4054,S01004083,87,110,22,25,40,51,21,63,22
4055,S01004108,56,29,34,19,48,61,34,11,15
4056,S01004109,30,30,26,6,60,69,20,4,8
4057,S01004120,66,41,47,14,52,60,24,1,12
4058,S01004115,78,11,59,12,41,54,31,4,12
4059,S01004116,53,25,30,7,49,57,28,9,16
4060,S01004112,38,40,44,11,36,72,28,9,19
4061,S01004104,18,16,32,8,54,88,37,10,13
4062,S01004110,74,43,30,8,36,41,11,16,13
4063,S01004106,76,68,25,13,44,69,16,13,33
4064,S01004101,60,98,24,17,60,58,19,23,13
4065,S01004093,151,87,31,6,41,18,7,18,12
4066,S01004102,36,50,23,10,46,75,28,14,20
4067,S01004095,41,38,11,8,51,51,13,19,7
4068,S01004092,57,108,19,11,50,48,13,39,20
4069,S01004091,42,73,17,10,51,68,35,13,9
4070,S01004085,50,132,13,11,45,25,15,23,14
4071,S01004072,139,70,71,22,56,61,37,26,18
4072,S01004067,59,58,25,10,54,82,21,26,12
4073,S01004059,31,40,19,18,33,37,22,51,12
4074,S01004064,60,21,37,24,39,53,24,16,19
4075,S01004055,11,64,9,6,30,88,38,62,18
4076,S01004062,37,50,22,13,32,123,28,13,17
4077,S01004068,75,104,33,28,44,42,30,47,13
4078,S01004065,88,153,19,16,52,64,27,50,17
4079,S01004070,79,133,24,19,38,31,9,55,16
4080,S01004069,28,121,13,12,53,64,11,52,14
4081,S01004080,131,67,40,34,29,32,23,23,25
4082,S01004078,68,101,21,17,53,41,28,19,20
4083,S01004086,233,76,44,34,27,12,21,19,35
4084,S01004094,98,195,15,12,24,13,6,14,34
4085,S01004084,170,116,43,15,53,16,16,12,22
4086,S01004075,114,134,30,19,36,20,15,22,12
4087,S01004063,96,186,28,16,55,49,26,45,17
4088,S01004060,62,126,19,32,39,45,24,80,28
4089,S01004051,52,53,21,15,26,24,34,67,17
4090,S01004045,16,38,15,24,20,58,18,34,25
4091,S01004047,10,55,10,13,50,79,19,40,18
4092,S01004050,45,81,14,9,22,43,14,96,20
4093,S01004053,103,73,40,23,59,66,32,24,19
4094,S01004061,121,76,32,17,43,35,27,54,21
4095,S01004052,44,123,11,14,31,58,18,51,14
4096,S01004057,37,76,15,19,43,102,27,46,20
4097,S01004049,56,33,27,15,50,74,35,23,20
4098,S01004048,62,78,29,16,60,77,22,33,18
4099,S01004046,137,68,29,27,32,29,10,12,11
4100,S01004044,126,108,29,16,25,33,18,42,21
4101,S01004042,44,154,21,10,45,41,11,47,20
4102,S01004040,29,75,25,13,49,71,25,23,7
4103,S01004037,12,37,4,17,42,85,29,14,12
4104,S01004034,9,17,5,13,35,96,50,25,10
4105,S01004041,48,84,32,21,25,45,26,28,16
4106,S01004039,45,65,21,21,32,45,11,76,30
4107,S01004035,77,27,30,12,42,46,33,26,25
4108,S01004038,25,32,18,26,27,46,52,24,18
4109,S01004036,23,25,21,34,19,50,31,26,28
4110,S01004033,56,38,20,32,39,69,39,44,32
4111,S01004029,63,61,20,18,69,62,36,31,27
4112,S01004026,44,28,15,21,37,51,34,15,18
4113,S01004025,39,71,36,23,44,52,38,54,21
4114,S01004027,41,51,22,15,66,52,39,29,13
4115,S01004031,38,26,19,22,36,39,32,20,17
4116,S01004028,42,52,23,15,44,49,25,53,22
4117,S01004030,35,63,23,17,31,58,30,57,16
4118,S01004122,29,29,23,3,60,56,29,6,17
4119,S01004121,24,38,20,5,68,54,24,11,11
4120,S01004144,63,81,18,14,90,61,17,31,20
4121,S01004159,26,36,13,12,41,47,17,24,20
4122,S01004124,30,54,27,11,104,101,34,9,17
4123,S01004125,71,46,45,7,65,43,21,8,9
4124,S01004126,111,107,44,4,53,31,20,16,16
4125,S01004129,34,33,27,8,79,87,28,22,9
4126,S01004131,85,63,36,26,40,42,22,41,19
4127,S01004130,13,11,14,8,32,66,24,18,14
4128,S01004128,18,12,37,6,58,85,36,10,8
4129,S01004127,12,18,25,7,70,138,37,12,5
4130,S01004134,16,15,22,6,74,73,47,13,2
4131,S01004136,12,23,12,10,41,51,24,39,18
4132,S01004135,60,58,36,14,30,38,16,33,15
4133,S01004140,18,21,13,14,43,49,37,14,15
4134,S01004133,61,30,39,16,48,73,34,46,15
4135,S01004132,32,24,14,11,41,55,25,23,9
4136,S01004141,29,37,19,12,49,61,40,27,11
4137,S01004148,17,13,27,10,82,125,44,12,3
4138,S01004151,12,13,12,10,45,69,23,8,6
4139,S01004143,39,49,47,14,75,64,39,39,15
4140,S01004145,30,24,21,6,44,76,28,25,9
4141,S01004142,14,25,10,4,32,81,16,17,5
4142,S01004139,21,25,17,9,32,65,31,24,5
4143,S01004150,8,16,5,5,54,68,28,14,6
4144,S01004161,22,56,22,11,51,51,24,15,20
4145,S01004154,40,24,33,10,65,62,25,16,7
4146,S01004157,20,10,14,5,57,79,28,14,7
4147,S01004158,57,73,14,11,55,51,16,18,16
4148,S01004166,27,19,14,10,25,43,19,25,20
4149,S01004178,34,20,36,16,41,41,14,24,9
4150,S01004183,12,28,31,7,68,121,36,14,16
4151,S01004213,62,115,25,11,61,30,12,13,13
4152,S01004208,38,41,31,8,78,95,24,18,21
4153,S01004196,43,35,12,18,37,61,24,32,15
4154,S01004202,22,16,27,5,52,49,34,6,10
4155,S01004193,38,28,28,11,59,75,26,24,17
4156,S01004197,63,44,28,22,37,55,16,27,18
4157,S01004201,44,25,40,14,57,69,22,12,24
4158,S01004210,63,23,24,8,57,49,32,5,9
4159,S01004203,87,62,38,12,68,63,38,18,19
4160,S01004198,32,36,27,5,72,44,21,11,8
4161,S01004173,28,26,15,15,49,50,32,17,5
4162,S01004169,31,19,11,11,48,54,13,16,9
4163,S01004179,21,17,23,6,51,54,19,6,11
4164,S01004187,39,41,32,22,42,55,35,24,16
4165,S01004177,31,20,17,12,25,43,10,28,14
4166,S01004190,58,33,29,16,32,59,33,24,34
4167,S01004174,45,35,37,14,60,75,20,20,9
4168,S01004186,86,46,30,15,34,56,18,29,19
4169,S01004191,88,54,29,14,52,62,19,17,18
4170,S01004194,70,42,27,21,50,55,36,18,21
4171,S01004206,24,22,16,5,56,74,20,8,10
4172,S01004199,77,42,41,10,65,77,21,22,21
4173,S01004204,47,13,47,10,67,51,41,16,12
4174,S01004228,27,46,22,11,71,76,23,14,25
4175,S01004195,46,13,36,18,31,45,31,18,5
4176,S01004189,6,16,7,1,54,100,13,5,7
4177,S01004180,7,18,14,2,85,149,17,4,5
4178,S01004162,12,23,14,5,64,88,24,10,10
4179,S01004181,34,26,24,17,65,59,43,16,11
4180,S01004160,27,35,21,8,62,70,8,16,12
4181,S01004176,20,20,22,7,62,83,13,9,12
4182,S01004211,20,29,24,4,70,91,23,9,6
4183,S01004217,29,40,20,7,42,38,17,27,12
4184,S01004200,31,17,12,3,69,93,50,8,8
4185,S01004209,31,29,13,3,63,69,14,14,3
4186,S01004214,47,16,47,9,62,70,29,7,4
4187,S01004215,20,18,19,5,38,71,20,5,10
4188,S01004220,57,37,38,8,83,73,23,1,13
4189,S01004232,14,26,16,6,67,77,22,20,11
4190,S01004229,46,19,23,12,65,43,40,21,12
4191,S01004231,52,31,38,22,34,58,37,25,23
4192,S01004230,42,37,38,14,42,68,21,17,17
4193,S01004226,57,54,33,13,66,40,31,34,17
4194,S01004227,35,16,29,12,54,53,26,13,10
4195,S01004224,47,20,35,21,35,69,19,24,19
4196,S01004221,41,27,27,10,65,74,45,40,14
4197,S01004219,18,32,7,16,34,60,32,39,19
4198,S01004222,51,157,13,9,38,22,11,23,12
4199,S01004225,142,102,33,15,50,46,21,29,18
4200,S01004223,32,54,15,25,33,50,23,64,30
4201,S01004218,78,32,56,21,59,70,36,15,14
4202,S01004216,35,26,14,11,74,106,38,21,10
4203,S01004212,39,38,35,1,89,85,28,9,12
4204,S01004164,67,54,41,14,57,89,33,22,21
4205,S01004137,13,22,20,3,58,55,18,7,10
4206,S01004123,21,38,18,8,43,56,13,3,12
4207,S01004155,49,34,24,18,38,73,36,50,21
4208,S01004205,58,31,40,15,32,44,24,18,28
4209,S01004207,33,44,21,22,58,67,24,28,16
4210,S01004192,65,36,28,16,42,72,30,36,23
4211,S01004188,38,42,22,14,34,70,21,45,17
4212,S01004185,13,41,13,17,43,78,29,39,17
4213,S01004175,18,41,2,9,53,55,20,40,13
4214,S01004182,58,56,45,21,48,50,24,60,25
4215,S01004172,38,43,34,12,61,55,29,40,8
4216,S01004168,24,46,18,9,49,67,25,25,16
4217,S01004165,17,53,11,12,88,122,35,19,15
4218,S01004170,53,22,23,17,45,44,25,16,14
4219,S01004184,57,33,24,23,61,86,19,29,24
4220,S01004171,46,39,28,10,56,65,15,14,10
4221,S01004167,95,48,42,4,43,53,18,22,11
4222,S01004163,18,29,15,6,52,68,17,37,16
4223,S01004156,57,59,27,11,61,68,21,34,18
4224,S01004153,75,81,26,9,76,64,26,17,12
4225,S01004152,30,39,20,13,43,74,21,35,11
4226,S01004149,37,21,26,12,36,51,14,31,19
4227,S01004146,27,31,15,2,70,96,18,15,11
4228,S01004147,42,41,47,13,50,79,18,32,28
4229,S01004138,49,44,23,11,50,66,17,27,19
4230,S01004233,56,56,28,6,71,48,14,9,11
4231,S01004235,18,34,21,6,65,70,13,9,15
4232,S01004234,31,45,47,3,92,93,25,17,17
4233,S01004236,68,60,44,8,79,77,21,23,19
4234,S01004237,66,37,29,7,59,52,26,15,10
4235,S01004240,33,33,27,6,60,66,22,9,11
4236,S01004245,81,40,44,13,77,86,25,10,13
4237,S01004239,63,49,39,5,56,59,12,10,13
4238,S01004244,43,39,20,14,54,43,26,26,8
4239,S01004241,30,37,24,4,48,41,19,11,13
4240,S01004238,16,30,19,8,45,63,18,11,7
4241,S01004243,17,26,21,8,49,61,23,3,10
4242,S01004253,33,21,19,11,49,49,17,7,17
4243,S01004252,17,22,24,3,63,60,10,5,10
4244,S01004246,23,23,17,8,51,58,25,7,6
4245,S01004251,94,55,38,9,71,83,22,13,10
4246,S01004249,63,62,44,8,63,92,23,15,18
4247,S01004247,54,71,29,21,71,68,25,39,9
4248,S01004248,87,44,43,20,75,73,30,29,11
4249,S01004250,83,71,61,11,78,86,40,10,16
4250,S01004281,36,24,22,5,50,50,13,9,21
4251,S01004329,48,17,33,5,49,42,19,13,7
4252,S01004331,69,27,36,7,54,38,12,8,17
4253,S01004335,39,28,20,9,38,40,18,16,14
4254,S01004333,44,17,18,11,39,57,9,8,13
4255,S01004332,41,22,26,6,46,68,14,7,10
4256,S01004327,39,46,23,4,54,77,24,6,17
4257,S01004326,63,23,38,12,66,73,29,15,18
4258,S01004290,29,25,22,8,65,76,25,12,7
4259,S01004324,65,43,35,12,57,66,36,31,19
4260,S01004328,43,30,35,13,53,68,18,9,10
4261,S01004323,70,46,32,10,45,54,17,15,18
4262,S01004321,57,56,22,8,37,67,22,58,9
4263,S01004317,67,38,54,10,73,87,18,6,9
4264,S01004325,69,83,49,10,74,89,34,11,20
4265,S01004322,88,63,45,13,69,89,37,8,17
4266,S01004320,44,41,40,11,44,109,31,5,25
4267,S01004318,96,25,38,14,14,47,13,14,9
4268,S01004314,73,42,32,9,59,69,25,16,12
4269,S01004301,32,31,26,5,60,65,30,1,14
4270,S01004319,59,23,34,4,81,101,22,10,14
4271,S01004287,46,25,41,5,62,64,19,7,6
4272,S01004275,33,43,14,12,47,60,18,21,4
4273,S01004269,86,44,31,5,64,74,17,25,7
4274,S01004264,60,50,55,8,62,53,20,13,10
4275,S01004258,28,24,32,7,61,81,22,5,13
4276,S01004257,18,30,16,4,61,59,22,2,6
4277,S01004255,25,21,26,4,79,85,15,0,11
4278,S01004298,37,48,45,8,111,94,32,4,18
4279,S01004313,27,41,39,8,90,110,31,7,19
4280,S01004304,68,96,16,15,65,84,19,24,43
4281,S01004334,25,40,26,3,86,95,24,6,19
4282,S01004278,78,53,44,8,98,83,27,8,13
4283,S01004279,28,48,15,11,63,98,32,50,15
4284,S01004303,24,34,12,9,42,53,25,28,5
4285,S01004297,60,112,24,8,103,48,16,9,24
4286,S01004300,97,70,27,10,37,34,12,7,21
4287,S01004299,87,111,26,3,39,18,12,9,27
4288,S01004295,76,67,34,3,72,69,18,2,19
4289,S01004292,3,7,4,3,76,131,12,3,11
4290,S01004289,23,23,16,2,23,81,12,11,22
4291,S01004291,45,51,36,3,85,93,22,5,16
4292,S01004283,23,76,19,10,46,60,25,29,22
4293,S01004282,36,65,21,28,64,91,21,55,18
4294,S01004280,82,52,57,30,85,80,35,10,16
4295,S01004277,22,29,20,6,74,89,39,11,8
4296,S01004284,72,67,15,8,75,84,38,34,16
4297,S01004288,22,23,17,8,61,92,27,6,12
4298,S01004294,67,99,42,6,66,62,11,6,29
4299,S01004296,80,53,53,8,77,86,20,3,25
4300,S01004293,89,44,53,4,81,73,15,1,15
4301,S01004302,33,24,56,4,91,64,19,3,21
4302,S01004305,46,44,29,12,49,67,15,19,13
4303,S01004308,74,28,51,32,73,94,35,9,17
4304,S01004311,37,61,37,12,52,84,19,17,13
4305,S01004315,36,3,6,5,40,71,18,5,11
4306,S01004316,0,3,2,0,17,115,7,1,2
4307,S01004310,42,62,31,3,78,91,15,5,11
4308,S01004309,16,16,24,3,77,101,19,4,14
4309,S01004306,68,52,30,4,50,44,16,19,9
4310,S01004348,34,54,20,3,74,50,13,5,15
4311,S01004347,60,31,30,9,72,85,23,1,19
4312,S01004346,18,12,14,15,33,48,19,7,24
4313,S01004344,76,63,30,9,67,66,20,3,30
4314,S01004337,45,41,27,8,65,58,34,9,20
4315,S01004345,54,47,42,13,88,82,26,13,28
4316,S01004343,34,15,17,11,24,68,18,3,16
4317,S01004342,8,31,9,3,74,134,5,1,14
4318,S01004340,26,27,12,8,36,65,9,5,30
4319,S01004341,30,17,10,6,46,73,16,8,17
4320,S01004339,44,21,43,9,83,109,22,4,23
4321,S01004338,55,16,22,7,49,73,24,3,24
4322,S01004330,46,31,42,13,96,104,33,7,19
4323,S01004336,61,58,31,15,79,99,33,5,26
4324,S01004262,22,44,26,5,78,70,16,15,14
4325,S01004307,14,65,4,3,89,100,12,4,23
4326,S01004285,0,7,0,0,91,183,9,0,9
4327,S01004286,14,37,2,7,51,118,14,2,14
4328,S01004312,56,68,41,10,65,46,14,6,30
4329,S01004276,56,88,35,3,65,55,18,5,14
4330,S01004268,21,26,13,8,62,70,27,10,17
4331,S01004270,93,90,17,9,41,31,7,12,18
4332,S01004271,102,43,31,11,45,44,9,2,17
4333,S01004272,17,28,22,1,61,79,23,3,15
4334,S01004273,23,36,23,10,77,66,39,4,12
4335,S01004267,39,15,37,3,49,48,18,0,8
4336,S01004242,31,48,40,6,84,95,18,6,12
4337,S01004266,85,44,39,14,31,34,12,9,14
4338,S01004265,42,35,32,11,56,114,28,3,19
4339,S01004256,21,35,19,4,47,68,15,5,24
4340,S01004261,38,30,17,15,77,90,28,17,20
4341,S01004259,20,14,12,3,36,89,23,2,15
4342,S01004263,66,38,35,18,53,69,21,12,24
4343,S01004260,30,18,32,6,56,58,18,4,9
4344,S01004254,18,21,28,6,76,55,29,5,15
4345,S01004274,44,48,35,8,78,76,17,9,22
4346,S01004372,76,45,49,23,68,91,23,12,20
4347,S01004349,48,57,32,13,72,48,26,32,25
4348,S01004350,43,40,42,7,53,38,14,8,12
4349,S01004409,44,52,39,4,42,45,9,12,37
4350,S01004351,66,37,22,12,35,47,9,9,8
4351,S01004352,54,33,51,6,68,43,15,6,11
4352,S01004353,87,68,44,10,74,62,23,25,21
4353,S01004354,14,19,19,6,63,68,18,4,8
4354,S01004408,14,41,13,9,50,54,19,5,19
4355,S01004366,28,43,18,13,50,54,24,21,12
4356,S01004373,55,51,10,16,21,45,21,26,19
4357,S01004396,47,46,18,7,58,75,24,44,14
4358,S01004461,15,23,18,14,57,54,25,9,17
4359,S01004355,22,17,16,7,40,57,25,12,11
4360,S01004357,11,17,22,5,75,99,28,4,17
4361,S01004370,35,24,43,10,63,73,29,8,10
4362,S01004378,108,51,47,15,65,77,42,24,15
4363,S01004358,20,22,15,11,83,93,38,4,4
4364,S01004356,68,68,34,15,83,79,33,41,15
4365,S01004361,31,51,23,9,55,42,24,12,8
4366,S01004360,59,42,29,13,39,53,27,23,12
4367,S01004359,37,19,15,16,35,36,24,30,5
4368,S01004369,14,30,13,6,61,83,40,40,7
4369,S01004365,20,54,2,9,50,73,30,41,15
4370,S01004371,21,52,5,11,47,73,24,50,17
4371,S01004367,19,38,9,16,42,95,36,51,10
4372,S01004379,66,68,17,16,58,74,32,63,15
4373,S01004376,28,54,15,14,75,81,35,47,16
4374,S01004375,25,37,8,19,38,77,24,30,14
4375,S01004381,40,42,21,11,52,83,30,39,10
4376,S01004385,24,86,17,7,78,76,28,33,11
4377,S01004389,41,30,16,11,55,64,32,11,8
4378,S01004392,55,63,27,12,73,93,25,30,9
4379,S01004398,62,44,30,9,65,85,20,27,19
4380,S01004391,20,25,20,6,58,62,29,9,8
4381,S01004404,10,14,8,7,52,98,19,19,6
4382,S01004405,51,40,15,4,47,83,18,25,13
4383,S01004397,16,50,17,4,65,145,24,12,11
4384,S01004401,9,28,18,8,89,172,20,15,9
4385,S01004400,10,20,7,15,49,47,21,29,14
4386,S01004410,21,50,22,17,64,73,55,52,18
4387,S01004403,15,29,7,7,37,62,16,14,6
4388,S01004402,22,51,22,14,58,76,33,57,18
4389,S01004395,30,56,6,7,32,48,15,29,11
4390,S01004399,39,61,16,14,28,31,9,41,9
4391,S01004394,72,82,41,18,36,57,27,39,17
4392,S01004388,41,66,21,33,38,65,19,71,24
4393,S01004390,38,55,22,17,63,68,29,37,17
4394,S01004393,65,79,41,19,79,59,35,41,17
4395,S01004387,78,71,47,23,75,70,30,46,15
4396,S01004384,54,48,37,11,45,48,34,27,6
4397,S01004383,72,42,38,12,72,57,32,27,13
4398,S01004382,83,57,46,12,50,36,27,15,15
4399,S01004380,39,50,21,18,40,43,17,47,24
4400,S01004386,83,25,50,7,77,82,37,4,13
4401,S01004377,57,115,27,16,67,43,13,21,26
4402,S01004374,98,77,29,15,44,28,15,27,14
4403,S01004368,73,89,33,14,24,22,15,31,8
4404,S01004363,54,180,24,18,57,55,21,46,31
4405,S01004362,64,59,21,13,40,36,11,27,10
4406,S01004364,46,145,20,13,64,53,16,27,8
4407,S01004406,37,89,20,14,37,58,17,66,32
4408,S01004407,32,57,14,16,38,49,28,29,17
4409,S01004411,46,72,19,7,50,38,24,20,12
4410,S01004418,56,39,37,21,64,64,40,42,24
4411,S01004417,40,85,24,21,48,48,11,54,25
4412,S01004413,103,126,13,10,52,40,14,38,28
4413,S01004414,124,160,33,14,42,21,14,25,16
4414,S01004412,110,105,36,14,55,62,27,25,34
4415,S01004423,69,76,36,13,42,63,24,37,15
4416,S01004421,112,144,17,15,36,23,9,59,15
4417,S01004435,41,65,24,15,48,38,29,14,11
4418,S01004431,56,178,19,11,44,44,8,44,16
4419,S01004442,61,101,29,23,58,62,25,50,21
4420,S01004455,47,40,46,15,66,58,35,8,19
4421,S01004463,25,30,21,12,62,88,30,15,16
4422,S01004465,30,33,21,12,60,87,28,18,9
4423,S01004467,25,73,13,19,38,73,32,93,29
4424,S01004471,14,41,12,6,46,57,27,2,11
4425,S01004457,69,51,32,22,50,67,35,42,13
4426,S01004458,45,46,11,14,46,67,23,73,23
4427,S01004451,67,61,15,17,37,59,26,85,21
4428,S01004453,13,33,19,12,67,146,43,16,11
4429,S01004441,23,18,39,8,64,108,30,7,10
4430,S01004425,33,9,22,10,33,77,28,7,8
4431,S01004416,78,47,38,15,54,53,19,10,16
4432,S01004420,71,39,42,9,67,63,28,12,11
4433,S01004429,47,38,20,15,27,70,19,55,27
4434,S01004430,34,18,27,11,23,41,20,25,8
4435,S01004445,39,36,9,16,42,42,21,59,12
4436,S01004439,27,34,12,18,23,59,22,40,21
4437,S01004444,39,48,28,19,38,74,21,84,26
4438,S01004433,43,29,47,15,56,76,48,36,19
4439,S01004426,54,31,27,12,50,49,19,11,6
4440,S01004422,93,52,27,9,42,27,20,18,18
4441,S01004415,54,78,22,9,56,36,9,39,13
4442,S01004419,53,39,25,18,70,67,41,24,12
4443,S01004427,85,76,21,23,46,37,26,42,17
4444,S01004437,22,41,10,20,43,78,37,62,27
4445,S01004428,42,68,19,21,48,53,15,50,19
4446,S01004443,19,31,8,11,42,57,26,62,9
4447,S01004432,35,54,30,17,54,82,24,59,27
4448,S01004448,18,41,8,6,49,76,27,7,7
4449,S01004456,12,36,9,3,58,77,22,12,2
4450,S01004452,39,44,24,5,76,64,31,13,5
4451,S01004460,8,11,12,5,62,79,35,10,4
4452,S01004462,9,23,14,4,44,89,27,7,8
4453,S01004468,29,31,5,6,59,114,19,16,14
4454,S01004470,2,21,1,0,46,91,14,10,8
4455,S01004447,26,36,17,16,50,59,25,56,17
4456,S01004438,22,42,21,10,45,60,16,44,16
4457,S01004446,41,58,23,13,49,64,29,43,15
4458,S01004436,43,49,19,17,52,73,24,40,10
4459,S01004454,70,70,40,24,58,67,26,44,17
4460,S01004449,57,83,23,17,57,60,28,45,20
4461,S01004434,64,84,17,20,71,48,24,34,18
4462,S01004450,177,106,40,17,68,41,24,31,16
4463,S01004424,56,52,16,16,35,51,18,59,15
4464,S01004440,67,50,22,15,46,48,30,30,20
4465,S01004466,56,50,50,16,90,66,50,12,5
4466,S01004459,64,38,28,12,45,42,23,14,10
4467,S01004464,28,34,16,11,41,69,33,60,21
4468,S01004469,12,22,12,18,16,65,18,42,20
4469,S01004475,14,18,18,2,46,45,23,4,16
4470,S01004480,69,58,29,24,59,81,31,43,26
4471,S01004479,23,35,20,1,60,68,31,11,10
4472,S01004482,173,94,55,23,64,50,19,21,24
4473,S01004484,36,46,42,12,91,107,32,14,19
4474,S01004509,20,28,14,4,77,60,36,6,23
4475,S01004483,19,32,16,9,47,69,16,30,16
4476,S01004481,32,46,22,9,46,46,14,36,4
4477,S01004478,43,33,26,10,48,52,16,36,9
4478,S01004485,19,24,18,6,73,44,15,7,11
4479,S01004500,34,39,57,4,69,72,24,9,12
4480,S01004507,67,46,42,7,63,62,15,26,17
4481,S01004472,43,21,39,4,85,63,28,8,13
4482,S01004473,64,37,56,5,102,104,37,6,11
4483,S01004476,88,68,28,6,54,61,13,27,11
4484,S01004477,58,58,32,12,67,98,20,19,12
4485,S01004474,87,40,42,29,62,72,36,57,15
4486,S01004510,108,33,76,2,81,51,15,6,12
4487,S01004511,131,75,88,11,66,39,21,14,16
4488,S01004515,183,191,40,14,80,35,8,23,35
4489,S01004512,112,22,70,8,64,87,32,8,6
4490,S01004513,116,58,33,7,36,31,5,8,4
4491,S01004514,29,38,17,4,41,68,13,20,4
4492,S01004516,38,46,16,8,32,44,19,22,8
4493,S01004518,16,31,22,9,49,76,18,25,13
4494,S01004519,47,58,19,17,44,81,23,55,9
4495,S01004517,107,173,35,14,62,28,9,36,17
4496,S01004503,118,99,44,8,65,22,16,28,16
4497,S01004508,81,44,61,10,46,42,19,15,21
4498,S01004520,94,56,46,8,65,65,23,11,16
4499,S01004521,54,19,62,12,58,75,28,11,9
4500,S01004524,56,20,63,5,58,45,26,5,7
4501,S01004522,43,17,41,5,50,58,20,5,8
4502,S01004523,74,35,78,4,83,61,21,3,18
4503,S01004525,45,25,32,3,87,76,22,6,16
4504,S01004498,62,62,16,7,46,58,18,5,12
4505,S01004487,121,92,44,14,87,86,32,18,20
4506,S01004505,16,14,17,13,34,52,20,34,16
4507,S01004527,44,31,30,11,43,40,19,19,12
4508,S01004526,27,24,27,6,71,67,33,4,12
4509,S01004506,12,25,16,14,31,57,16,30,9
4510,S01004504,39,27,30,27,30,55,31,26,18
4511,S01004501,55,63,21,4,48,46,18,10,13
4512,S01004497,83,106,29,20,54,45,34,37,26
4513,S01004494,56,67,31,17,56,66,22,61,18
4514,S01004491,47,71,19,15,35,80,18,53,12
4515,S01004488,60,46,20,16,62,63,32,18,4
4516,S01004492,78,58,32,9,75,80,31,48,18
4517,S01004489,20,51,11,7,69,129,17,10,6
4518,S01004490,36,20,34,7,56,68,35,7,12
4519,S01004486,29,39,33,12,70,96,34,20,24
4520,S01004495,72,70,24,15,42,55,21,34,8
4521,S01004496,61,57,22,10,32,56,19,23,20
4522,S01004499,35,33,16,11,50,56,39,31,10
4523,S01004502,30,24,32,8,64,80,31,20,10
4524,S01004493,76,48,50,18,65,98,36,22,16
4525,S01004529,54,28,30,15,61,98,38,8,16
